departure_day_of_week,carrier,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code,dep_hour,dep_month,dep_day_of_month,is_delayed
7,WN,BWI,MSY,-1.0,0,departure,3.2,-3.0,64,1016.4,12.4,24.1,0.0,0.0,2,0,9,12,21,0.0
7,WN,BWI,MSY,8.0,0,departure,7.2,-3.3,47,1020.6,12.5,27.4,0.0,0.0,100,3,15,12,21,0.0
7,WN,BWI,MYR,2.0,0,departure,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,BWI,MYR,14.0,0,departure,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,WN,BWI,MYR,106.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,1.0
7,WN,BWI,ONT,5.0,0,departure,7.2,-3.3,47,1020.6,12.5,27.4,0.0,0.0,100,3,15,12,21,0.0
7,WN,BWI,ORF,-13.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,BWI,ORF,-10.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,BWI,ORF,9.0,0,departure,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
7,WN,BWI,ORF,-14.0,0,departure,3.2,-3.0,63,1018.6,10.6,21.2,0.0,0.0,98,3,13,12,21,0.0
7,WN,BWI,PBI,-13.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,BWI,PBI,-3.0,0,departure,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,WN,BWI,PBI,17.0,0,departure,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,1.0
7,WN,BWI,PBI,-11.0,0,departure,3.5,-3.3,61,1017.4,13.9,27.4,0.0,0.0,37,1,11,12,21,0.0
7,WN,BWI,PHX,15.0,0,departure,3.2,-3.0,64,1016.4,12.4,24.1,0.0,0.0,2,0,9,12,21,1.0
7,WN,BWI,PHX,100.0,0,departure,7.1,-6.2,38,1024.2,20.1,43.2,0.0,0.0,71,2,21,12,21,1.0
7,WN,BWI,PHX,0.0,0,departure,7.1,-5.6,40,1022.0,21.0,46.1,0.0,0.0,100,3,17,12,21,0.0
7,WN,BWI,PHX,-2.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,WN,BWI,PIT,9.0,0,departure,7.2,-3.3,47,1020.6,12.5,27.4,0.0,0.0,100,3,15,12,21,0.0
7,WN,BWI,PIT,-11.0,0,departure,3.5,-3.3,61,1017.4,13.9,27.4,0.0,0.0,37,1,11,12,21,0.0
7,WN,BWI,PIT,-4.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,BWI,PVD,20.0,0,departure,3.5,-3.1,62,1017.6,11.3,27.4,0.0,0.0,94,3,12,12,21,1.0
7,WN,BWI,PVD,-2.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,WN,BWI,PVD,-8.0,0,departure,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
7,WN,BWI,PVD,63.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,1.0
7,WN,BWI,PVD,10.0,0,departure,7.2,-3.3,47,1020.6,12.5,27.4,0.0,0.0,100,3,15,12,21,0.0
7,WN,BWI,PWM,-7.0,0,departure,7.2,-3.3,47,1020.6,12.5,27.4,0.0,0.0,100,3,15,12,21,0.0
7,WN,BWI,PWM,-7.0,0,departure,3.2,-3.0,63,1018.6,10.6,21.2,0.0,0.0,98,3,13,12,21,0.0
7,WN,BWI,PWM,-11.0,0,departure,3.2,-3.0,64,1016.4,12.4,24.1,0.0,0.0,2,0,9,12,21,0.0
7,WN,BWI,PWM,13.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,BWI,RDU,-2.0,0,departure,7.8,-6.0,37,1022.2,19.4,41.4,0.0,0.0,100,3,19,12,21,0.0
7,WN,BWI,RDU,-4.0,0,departure,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,WN,BWI,RDU,-17.0,0,departure,4.9,-2.5,59,1019.9,11.4,22.3,0.0,0.0,99,3,14,12,21,0.0
7,WN,BWI,RDU,-6.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,WN,BWI,RDU,-7.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,BWI,RDU,-17.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,BWI,RIC,-8.0,0,departure,3.1,-3.2,64,1016.7,13.2,25.2,0.0,0.0,9,0,10,12,21,0.0
7,WN,BWI,RIC,-18.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,BWI,ROC,6.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,BWI,ROC,-10.0,0,departure,3.1,-3.2,64,1016.7,13.2,25.2,0.0,0.0,9,0,10,12,21,0.0
7,WN,BWI,ROC,-9.0,0,departure,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,WN,BWI,RSW,16.0,0,departure,3.5,-3.3,61,1017.4,13.9,27.4,0.0,0.0,37,1,11,12,21,1.0
7,WN,BWI,RSW,19.0,0,departure,4.2,-2.9,60,1016.2,15.4,32.4,0.0,0.0,32,1,7,12,21,1.0
7,WN,BWI,RSW,-14.0,0,departure,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,BWI,RSW,-7.0,0,departure,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,WN,BWI,RSW,79.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,1.0
7,WN,BWI,SAN,9.0,0,departure,3.2,-3.0,64,1016.4,12.4,24.1,0.0,0.0,2,0,9,12,21,0.0
7,WN,BWI,SAN,-18.0,0,departure,7.8,-6.0,37,1022.2,19.4,41.4,0.0,0.0,100,3,19,12,21,0.0
7,WN,BWI,SAN,4.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,WN,BWI,SAN,57.0,0,departure,7.2,-3.3,47,1020.6,12.5,27.4,0.0,0.0,100,3,15,12,21,1.0
7,WN,BWI,SAT,-5.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,BWI,SAT,-19.0,0,departure,3.2,-3.0,63,1018.6,10.6,21.2,0.0,0.0,98,3,13,12,21,0.0
7,WN,BWI,SAT,19.0,0,departure,7.1,-6.2,38,1024.2,20.1,43.2,0.0,0.0,71,2,21,12,21,1.0
7,WN,BWI,SAV,-2.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,BWI,SAV,-7.0,0,departure,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,BWI,SAV,4.0,0,departure,3.2,-3.0,63,1018.6,10.6,21.2,0.0,0.0,98,3,13,12,21,0.0
7,WN,BWI,SDF,-5.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,BWI,SDF,-6.0,0,departure,3.5,-3.3,61,1017.4,13.9,27.4,0.0,0.0,37,1,11,12,21,0.0
7,WN,BWI,SFO,204.0,0,departure,3.5,-3.1,62,1017.6,11.3,27.4,0.0,0.0,94,3,12,12,21,1.0
7,WN,BWI,SJU,-16.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,BWI,SJU,4.0,0,departure,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,BWI,SLC,17.0,0,departure,3.2,-3.0,63,1018.6,10.6,21.2,0.0,0.0,98,3,13,12,21,1.0
7,WN,BWI,SMF,6.0,0,departure,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
7,WN,BWI,SRQ,-11.0,0,departure,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,BWI,SRQ,-4.0,0,departure,3.2,-3.0,63,1018.6,10.6,21.2,0.0,0.0,98,3,13,12,21,0.0
7,WN,BWI,SRQ,-2.0,0,departure,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,WN,BWI,SRQ,-4.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,BWI,STL,8.0,0,departure,4.2,-2.9,60,1016.2,15.4,32.4,0.0,0.0,32,1,7,12,21,0.0
7,WN,BWI,STL,-14.0,0,departure,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,BWI,STL,1.0,0,departure,4.9,-2.5,59,1019.9,11.4,22.3,0.0,0.0,99,3,14,12,21,0.0
7,WN,BWI,TPA,-25.0,0,departure,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,BWI,TPA,-11.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,WN,BWI,TPA,-17.0,0,departure,3.5,-3.3,61,1017.4,13.9,27.4,0.0,0.0,37,1,11,12,21,0.0
7,WN,BWI,TPA,28.0,0,departure,7.1,-5.6,40,1022.0,21.0,46.1,0.0,0.0,100,3,17,12,21,1.0
7,WN,BWI,TPA,-12.0,0,departure,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
7,WN,BWI,TPA,63.0,0,departure,3.2,-3.0,63,1018.6,10.6,21.2,0.0,0.0,98,3,13,12,21,1.0
7,WN,BWI,TPA,-20.0,0,departure,3.2,-3.0,64,1016.4,12.4,24.1,0.0,0.0,2,0,9,12,21,0.0
7,WN,CHS,BWI,3.0,0,arrival,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,WN,CHS,BWI,3.0,0,arrival,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,CHS,BWI,-21.0,0,arrival,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,CHS,BWI,77.0,0,arrival,3.5,-3.3,61,1017.4,13.9,27.4,0.0,0.0,37,1,11,12,21,1.0
7,WN,CLE,BWI,0.0,0,arrival,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
7,WN,CLE,BWI,-33.0,0,arrival,4.1,-2.4,63,1017.2,16.5,33.1,0.0,0.0,7,0,5,12,21,0.0
7,WN,CLE,BWI,-11.0,0,arrival,3.1,-3.2,64,1016.7,13.2,25.2,0.0,0.0,9,0,10,12,21,0.0
7,WN,CLT,BWI,-23.0,0,arrival,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,CLT,BWI,0.0,0,arrival,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,WN,CLT,BWI,-30.0,0,arrival,3.2,-3.0,63,1018.6,10.6,21.2,0.0,0.0,98,3,13,12,21,0.0
7,WN,CMH,BWI,-17.0,0,arrival,4.9,-2.5,59,1019.9,11.4,22.3,0.0,0.0,99,3,14,12,21,0.0
7,WN,CMH,BWI,-15.0,0,arrival,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,WN,CMH,BWI,-22.0,0,arrival,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,COS,BWI,14.0,0,arrival,3.5,-3.1,62,1017.6,11.3,27.4,0.0,0.0,94,3,12,12,21,0.0
7,WN,CVG,BWI,3.0,0,arrival,7.1,-5.6,40,1022.0,21.0,46.1,0.0,0.0,100,3,17,12,21,0.0
7,WN,CVG,BWI,-14.0,0,arrival,4.1,-2.4,63,1017.2,16.5,33.1,0.0,0.0,7,0,5,12,21,0.0
7,WN,DAL,BWI,-1.0,0,arrival,7.1,-5.6,40,1022.0,21.0,46.1,0.0,0.0,100,3,17,12,21,0.0
7,WN,DAL,BWI,-9.0,0,arrival,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,WN,DAL,BWI,4.0,0,arrival,5.2,-5.4,46,1025.9,16.5,42.1,0.0,0.0,4,0,22,12,21,0.0
7,WN,DAL,BWI,-6.0,0,arrival,3.5,-3.1,62,1017.6,11.3,27.4,0.0,0.0,94,3,12,12,21,0.0
7,WN,DAL,BWI,-8.0,0,arrival,4.2,-2.9,60,1016.2,15.4,32.4,0.0,0.0,32,1,7,12,21,0.0
7,WN,DAL,BWI,94.0,0,arrival,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,1.0
7,WN,DEN,BWI,-11.0,0,arrival,4.1,-2.4,63,1017.2,16.5,33.1,0.0,0.0,7,0,5,12,21,0.0
7,WN,DEN,BWI,-1.0,0,arrival,3.5,-3.1,62,1017.6,11.3,27.4,0.0,0.0,94,3,12,12,21,0.0
7,WN,DEN,BWI,8.0,0,arrival,8.2,-4.9,39,1022.5,16.1,41.4,0.0,0.0,99,3,20,12,21,0.0
7,WN,DEN,BWI,10.0,0,arrival,3.5,-5.2,53,1027.3,13.3,33.8,0.0,0.0,42,1,23,12,21,0.0
7,WN,DEN,BWI,-6.0,0,arrival,4.2,-2.9,60,1016.2,15.4,32.4,0.0,0.0,32,1,7,12,21,0.0
7,WN,DEN,BWI,-11.0,0,arrival,7.2,-3.3,47,1020.6,12.5,27.4,0.0,0.0,100,3,15,12,21,0.0
6,WN,BOS,BWI,128.0,0,arrival,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BOS,BWI,67.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,1.0
6,WN,BOS,BWI,9.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,0.0
6,WN,BOS,BWI,36.0,0,arrival,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,1.0
6,WN,BOS,BWI,20.0,0,arrival,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,1.0
6,WN,BOS,BWI,117.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BOS,BWI,14.0,0,arrival,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,0.0
6,WN,BUF,BWI,-16.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,BUF,BWI,32.0,0,arrival,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,1.0
6,WN,BUF,BWI,10.0,0,arrival,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,0.0
6,WN,BUF,BWI,18.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BUF,BWI,1.0,0,arrival,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,ABQ,-18.0,0,departure,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,0.0
6,WN,BWI,ABQ,22.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,BWI,ALB,65.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,ALB,31.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,BWI,ALB,-8.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,ALB,34.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,BWI,ALB,-3.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,ATL,18.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,1.0
6,WN,BWI,ATL,-9.0,0,departure,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,BWI,ATL,18.0,0,departure,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,1.0
6,WN,BWI,ATL,-21.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,0.0
6,WN,BWI,ATL,87.0,0,departure,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,1.0
6,WN,BWI,AUS,9.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,0.0
6,WN,BWI,AUS,60.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,BWI,AUS,71.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,BWI,AUS,3.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,BDL,-3.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,BDL,18.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,BDL,-16.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,BDL,42.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,1.0
6,WN,BWI,BDL,81.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BWI,BHM,-13.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,0.0
6,WN,BWI,BNA,14.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,0.0
6,WN,BWI,BNA,,1,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,
6,WN,BWI,BNA,76.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,1.0
6,WN,BWI,BNA,2.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,0.0
6,WN,BWI,BNA,92.0,0,departure,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,1.0
6,WN,BWI,BOS,19.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,BOS,,1,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,
6,WN,BWI,BOS,114.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,BOS,5.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,0.0
6,WN,BWI,BOS,7.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,0.0
6,WN,BWI,BOS,3.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,BOS,19.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,BWI,BUF,22.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,BWI,BUF,-4.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,BUF,118.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,BUF,190.0,0,departure,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,1.0
6,WN,BWI,BUF,-5.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,0.0
6,WN,BWI,CHS,4.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,0.0
6,WN,BWI,CHS,15.0,0,departure,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,1.0
6,WN,BWI,CHS,-8.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,0.0
6,WN,BWI,CLE,10.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,CLE,128.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,CLT,64.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,CLT,-3.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,CLT,-23.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,0.0
6,WN,BWI,CMH,33.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,BWI,CMH,87.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,CMH,29.0,0,departure,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,1.0
6,WN,BWI,COS,10.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,0.0
6,WN,BWI,CVG,97.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,CVG,3.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,DAL,-24.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,DAL,15.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,1.0
6,WN,BWI,DAL,3.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,0.0
6,WN,BWI,DAL,36.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,DAL,54.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BWI,DEN,28.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,1.0
6,WN,BWI,DEN,,1,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,
6,WN,BWI,DEN,-2.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,0.0
6,WN,BWI,DEN,20.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,BWI,DEN,4.0,0,departure,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,0.0
6,WN,BWI,DEN,-2.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,DEN,90.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,DTW,109.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,DTW,5.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,DTW,8.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,0.0
6,WN,BWI,FLL,17.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,FLL,,1,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,
6,WN,BWI,FLL,-14.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,FLL,90.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,BWI,FLL,,1,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,
6,WN,BWI,FLL,92.0,0,departure,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,BWI,FLL,-27.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,GRR,-5.0,0,departure,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,0.0
6,WN,BWI,GSP,6.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,0.0
6,WN,BWI,GSP,-9.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,HOU,-10.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,HOU,0.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,0.0
6,WN,BWI,HOU,-6.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,0.0
6,WN,BWI,HOU,-25.0,0,departure,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,0.0
6,WN,BWI,HOU,237.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BWI,IND,20.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
