departure_day_of_week,carrier,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code,dep_hour,dep_month,dep_day_of_month,is_delayed
2,UA,BWI,IAH,-35.0,0,departure,2.4,-4.7,59,1028.3,9.3,16.6,0.0,0.0,100,3,6,12,23,0.0
2,UA,DEN,BWI,-23.0,0,arrival,3.2,-3.0,64,1026.5,7.8,18.7,0.6,0.42,100,73,9,12,23,0.0
2,UA,DEN,BWI,10.0,0,arrival,4.7,2.0,82,1019.4,3.2,10.1,0.0,0.0,100,3,17,12,23,0.0
2,UA,BWI,ORD,-12.0,0,departure,4.7,2.0,82,1019.4,3.2,10.1,0.0,0.0,100,3,17,12,23,0.0
2,UA,IAH,BWI,-5.0,0,arrival,2.7,-1.1,76,1024.0,12.5,28.8,1.1,0.49,100,73,12,12,23,0.0
2,UA,BWI,ORD,-14.0,0,departure,2.4,-4.7,59,1028.3,9.3,16.6,0.0,0.0,100,3,6,12,23,0.0
2,UA,BWI,LAX,-15.0,0,departure,3.2,-3.5,61,1027.4,9.1,21.6,0.0,0.0,100,3,8,12,23,0.0
1,UA,ORD,BWI,-4.0,0,arrival,-1.5,-9.6,54,1036.2,3.4,10.8,0.0,0.0,2,0,14,12,22,0.0
1,UA,BWI,DEN,0.0,0,departure,-2.4,-7.6,67,1034.1,5.4,11.2,0.0,0.0,0,0,8,12,22,0.0
1,UA,BWI,IAH,-27.0,0,departure,5.4,-9.1,34,1033.9,1.0,14.0,0.0,0.0,60,2,18,12,22,0.0
1,UA,DEN,BWI,-27.0,0,arrival,0.1,-4.2,73,1032.8,5.8,10.8,0.0,0.0,54,2,23,12,22,0.0
1,UA,ORD,BWI,-12.0,0,arrival,-1.8,-7.9,63,1032.7,6.5,18.0,0.0,0.0,0,0,6,12,22,0.0
1,UA,SFO,BWI,-37.0,0,arrival,3.2,-3.8,60,1033.2,5.7,11.5,0.0,0.0,30,1,21,12,22,0.0
1,UA,BWI,ORD,-11.0,0,departure,-3.0,-7.6,70,1034.6,4.6,8.3,0.0,0.0,1,0,10,12,22,0.0
1,UA,BWI,DEN,-16.0,0,departure,-2.8,-7.4,70,1034.3,4.5,9.7,0.0,0.0,0,0,9,12,22,0.0
1,UA,BWI,DEN,-19.0,0,departure,2.7,-11.3,35,1036.7,4.7,16.2,0.0,0.0,7,0,16,12,22,0.0
1,UA,IAH,BWI,14.0,0,arrival,5.3,-5.6,45,1033.0,4.7,11.2,0.0,0.0,98,3,20,12,22,0.0
1,UA,ORD,BWI,18.0,0,arrival,5.4,-9.1,34,1033.9,1.0,14.0,0.0,0.0,60,2,18,12,22,1.0
1,UA,LAX,BWI,-12.0,0,arrival,3.3,-6.9,47,1028.1,12.6,29.2,0.0,0.0,3,0,0,12,22,0.0
1,UA,BWI,SFO,24.0,0,departure,-1.8,-7.9,63,1032.7,6.5,18.0,0.0,0.0,0,0,6,12,22,1.0
1,UA,BWI,IAH,-34.0,0,departure,-1.8,-7.9,63,1032.7,6.5,18.0,0.0,0.0,0,0,6,12,22,0.0
1,UA,DEN,BWI,2.0,0,arrival,-2.8,-7.4,70,1034.3,4.5,9.7,0.0,0.0,0,0,9,12,22,0.0
1,UA,DEN,BWI,-11.0,0,arrival,4.2,-11.7,31,1035.1,3.4,16.2,0.0,0.0,13,0,17,12,22,0.0
1,UA,BWI,ORD,-10.0,0,departure,4.2,-11.7,31,1035.1,3.4,16.2,0.0,0.0,13,0,17,12,22,0.0
1,UA,IAH,BWI,3.0,0,arrival,-3.7,-8.6,69,1035.2,3.7,7.9,0.0,0.0,0,0,12,12,22,0.0
1,UA,BWI,ORD,-9.0,0,departure,-1.8,-7.9,63,1032.7,6.5,18.0,0.0,0.0,0,0,6,12,22,0.0
1,UA,BWI,LAX,-9.0,0,departure,-2.4,-7.6,67,1034.1,5.4,11.2,0.0,0.0,0,0,8,12,22,0.0
7,UA,ORD,BWI,-7.0,0,arrival,4.9,-2.5,59,1019.9,11.4,22.3,0.0,0.0,99,3,14,12,21,0.0
7,UA,BWI,DEN,6.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
7,UA,BWI,IAH,-37.0,0,departure,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
7,UA,IAH,BWI,21.0,0,arrival,7.8,-6.0,37,1022.2,19.4,41.4,0.0,0.0,100,3,19,12,21,1.0
7,UA,ORD,BWI,-7.0,0,arrival,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,UA,SFO,BWI,-15.0,0,arrival,7.1,-6.2,38,1024.2,20.1,43.2,0.0,0.0,71,2,21,12,21,0.0
7,UA,BWI,ORD,-25.0,0,departure,3.1,-3.2,64,1016.7,13.2,25.2,0.0,0.0,9,0,10,12,21,0.0
7,UA,BWI,DEN,-3.0,0,departure,3.2,-3.0,64,1016.4,12.4,24.1,0.0,0.0,2,0,9,12,21,0.0
7,UA,BWI,DEN,-16.0,0,departure,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,UA,DEN,BWI,-3.0,0,arrival,3.5,-5.2,53,1027.3,13.3,33.8,0.0,0.0,42,1,23,12,21,0.0
7,UA,ORD,BWI,3.0,0,arrival,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
7,UA,LAX,BWI,-19.0,0,arrival,1.8,-2.2,75,1020.3,11.0,20.2,0.0,0.0,0,0,0,12,21,0.0
7,UA,BWI,SFO,27.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,1.0
7,UA,BWI,IAH,-26.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,UA,DEN,BWI,-2.0,0,arrival,3.2,-3.0,64,1016.4,12.4,24.1,0.0,0.0,2,0,9,12,21,0.0
7,UA,DEN,BWI,41.0,0,arrival,7.1,-5.6,40,1022.0,21.0,46.1,0.0,0.0,100,3,17,12,21,1.0
7,UA,BWI,ORD,18.0,0,departure,7.1,-5.6,40,1022.0,21.0,46.1,0.0,0.0,100,3,17,12,21,1.0
7,UA,IAH,BWI,7.0,0,arrival,3.5,-3.1,62,1017.6,11.3,27.4,0.0,0.0,94,3,12,12,21,0.0
7,UA,BWI,ORD,-9.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
7,UA,BWI,LAX,9.0,0,departure,3.8,-3.0,61,1016.3,12.3,30.6,0.0,0.0,9,0,8,12,21,0.0
6,UA,ORD,BWI,-17.0,0,arrival,-1.2,-8.1,59,1026.2,3.6,11.5,0.0,0.0,30,1,14,12,20,0.0
6,UA,BWI,DEN,36.0,0,departure,-2.0,-9.6,56,1021.9,10.5,23.8,0.0,0.0,0,0,8,12,20,1.0
6,UA,BWI,IAH,-34.0,0,departure,4.0,-5.4,50,1023.0,6.2,19.1,0.0,0.0,100,3,18,12,20,0.0
6,UA,IAH,BWI,14.0,0,arrival,4.7,-4.8,50,1022.4,6.1,17.6,0.0,0.0,32,1,19,12,20,0.0
6,UA,ORD,BWI,-8.0,0,arrival,-0.2,-8.2,54,1020.2,16.2,38.2,0.0,0.0,53,2,6,12,20,0.0
6,UA,SFO,BWI,22.0,0,arrival,3.2,-3.6,61,1021.2,9.8,20.5,0.0,0.0,25,1,21,12,20,1.0
6,UA,BWI,ORD,6.0,0,departure,-3.0,-9.7,60,1023.8,5.8,16.9,0.0,0.0,0,0,10,12,20,0.0
6,UA,BWI,DEN,18.0,0,departure,-2.7,-9.9,58,1022.9,8.4,21.2,0.0,0.0,10,0,9,12,20,1.0
6,UA,BWI,DEN,-5.0,0,departure,1.5,-6.8,54,1025.8,2.3,13.0,0.0,0.0,42,1,16,12,20,0.0
6,UA,DEN,BWI,-27.0,0,arrival,1.5,-2.7,74,1020.0,10.3,21.2,0.0,0.0,1,0,23,12,20,0.0
6,UA,ORD,BWI,19.0,0,arrival,4.0,-5.4,50,1023.0,6.2,19.1,0.0,0.0,100,3,18,12,20,1.0
6,UA,LAX,BWI,-12.0,0,arrival,3.5,-5.9,50,1010.2,23.4,53.3,0.0,0.0,23,1,0,12,20,0.0
6,UA,BWI,SFO,21.0,0,departure,-0.2,-8.2,54,1020.2,16.2,38.2,0.0,0.0,53,2,6,12,20,1.0
6,UA,BWI,IAH,-11.0,0,departure,-0.2,-8.2,54,1020.2,16.2,38.2,0.0,0.0,53,2,6,12,20,0.0
6,UA,DEN,BWI,-30.0,0,arrival,-2.7,-9.9,58,1022.9,8.4,21.2,0.0,0.0,10,0,9,12,20,0.0
6,UA,DEN,BWI,13.0,0,arrival,2.8,-5.7,53,1024.2,6.1,18.4,0.0,0.0,77,2,17,12,20,0.0
6,UA,BWI,ORD,4.0,0,departure,2.8,-5.7,53,1024.2,6.1,18.4,0.0,0.0,77,2,17,12,20,0.0
6,UA,IAH,BWI,-15.0,0,arrival,-3.0,-8.8,65,1024.2,9.4,21.6,0.0,0.0,92,3,12,12,20,0.0
6,UA,BWI,ORD,-2.0,0,departure,-0.2,-8.2,54,1020.2,16.2,38.2,0.0,0.0,53,2,6,12,20,0.0
6,UA,BWI,LAX,0.0,0,departure,-2.0,-9.6,56,1021.9,10.5,23.8,0.0,0.0,0,0,8,12,20,0.0
5,UA,ORD,BWI,-6.0,0,arrival,13.3,12.4,94,996.5,17.7,42.5,0.4,0.0,100,51,14,12,19,0.0
5,UA,BWI,DEN,,0,departure,12.0,11.4,96,1004.8,27.6,51.5,1.9,0.0,100,61,8,12,19,
5,UA,BWI,IAH,-33.0,0,departure,12.2,5.2,62,998.6,24.2,74.9,1.1,0.0,68,55,18,12,19,0.0
5,UA,IAH,BWI,20.0,0,arrival,10.9,0.9,50,999.8,28.8,59.8,0.0,0.0,23,1,19,12,19,1.0
5,UA,ORD,BWI,8.0,0,arrival,10.9,10.2,96,1008.4,19.9,38.2,0.6,0.0,100,53,6,12,19,0.0
5,UA,SFO,BWI,25.0,0,arrival,7.2,-2.8,49,1003.9,25.7,68.8,0.0,0.0,96,3,21,12,19,1.0
5,UA,BWI,ORD,-16.0,0,departure,12.2,11.7,97,999.3,36.2,70.9,2.7,0.0,98,63,10,12,19,0.0
5,UA,BWI,DEN,-15.0,0,departure,12.3,11.8,97,1002.0,31.8,64.4,4.6,0.0,100,63,9,12,19,0.0
5,UA,BWI,DEN,120.0,0,departure,11.9,8.1,78,997.6,17.7,37.4,0.0,0.0,100,3,16,12,19,1.0
5,UA,DEN,BWI,2.0,0,arrival,3.5,-4.7,55,1009.4,22.4,57.6,0.0,0.0,100,3,23,12,19,0.0
5,UA,ORD,BWI,-5.0,0,arrival,12.2,5.2,62,998.6,24.2,74.9,1.1,0.0,68,55,18,12,19,0.0
5,UA,LAX,BWI,-11.0,0,arrival,6.4,3.5,81,1018.0,7.8,14.8,0.5,0.0,100,53,0,12,19,0.0
5,UA,BWI,SFO,11.0,0,departure,10.9,10.2,96,1008.4,19.9,38.2,0.6,0.0,100,53,6,12,19,0.0
5,UA,BWI,IAH,-25.0,0,departure,10.9,10.2,96,1008.4,19.9,38.2,0.6,0.0,100,53,6,12,19,0.0
5,UA,DEN,BWI,-15.0,0,arrival,12.3,11.8,97,1002.0,31.8,64.4,4.6,0.0,100,63,9,12,19,0.0
4,WN,ABQ,BWI,4.0,0,arrival,-0.3,-2.0,88,1025.4,7.1,9.4,0.0,0.0,0,0,13,12,18,0.0
4,WN,ALB,BWI,-19.0,0,arrival,1.3,-3.2,72,1023.5,1.7,3.6,0.0,0.0,16,0,5,12,18,0.0
4,WN,ALB,BWI,-11.0,0,arrival,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,ALB,BWI,-15.0,0,arrival,-0.2,-3.1,81,1024.2,6.3,10.4,0.0,0.0,70,2,9,12,18,0.0
4,WN,ALB,BWI,-15.0,0,arrival,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
4,WN,ALB,BWI,-14.0,0,arrival,1.6,-1.6,79,1025.6,6.4,12.6,0.0,0.0,0,0,14,12,18,0.0
4,WN,ATL,BWI,-12.0,0,arrival,9.1,0.9,56,1022.2,6.8,18.0,0.0,0.0,98,3,18,12,18,0.0
4,WN,ATL,BWI,-12.0,0,arrival,8.1,4.6,79,1019.7,11.0,20.5,0.0,0.0,100,3,21,12,18,0.0
4,WN,ATL,BWI,-13.0,0,arrival,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,ATL,BWI,0.0,0,arrival,-1.4,-3.0,88,1024.8,6.4,10.8,0.0,0.0,0,0,12,12,18,0.0
4,WN,ATL,BWI,-17.0,0,arrival,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,AUS,BWI,-10.0,0,arrival,1.3,-3.2,72,1023.5,1.7,3.6,0.0,0.0,16,0,5,12,18,0.0
4,WN,AUS,BWI,5.0,0,arrival,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,0.0
4,WN,AUS,BWI,-15.0,0,arrival,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,0.0
4,WN,AUS,BWI,-13.0,0,arrival,-0.2,-3.1,81,1024.2,6.3,10.4,0.0,0.0,70,2,9,12,18,0.0
4,WN,BDL,BWI,,0,arrival,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,
4,WN,BDL,BWI,21.0,0,arrival,-1.4,-3.0,88,1024.8,6.4,10.8,0.0,0.0,0,0,12,12,18,1.0
4,WN,BDL,BWI,10.0,0,arrival,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
4,WN,BDL,BWI,29.0,0,arrival,1.6,-1.6,79,1025.6,6.4,12.6,0.0,0.0,0,0,14,12,18,1.0
4,WN,BDL,BWI,-15.0,0,arrival,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,0.0
4,WN,BHM,BWI,-1.0,0,arrival,9.1,0.9,56,1022.2,6.8,18.0,0.0,0.0,98,3,18,12,18,0.0
4,WN,BNA,BWI,-14.0,0,arrival,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,BNA,BWI,-11.0,0,arrival,1.3,-3.2,72,1023.5,1.7,3.6,0.0,0.0,16,0,5,12,18,0.0
4,WN,BNA,BWI,36.0,0,arrival,9.1,0.9,56,1022.2,6.8,18.0,0.0,0.0,98,3,18,12,18,1.0
4,WN,BNA,BWI,18.0,0,arrival,-0.3,-2.0,88,1025.4,7.1,9.4,0.0,0.0,0,0,13,12,18,1.0
4,WN,BNA,BWI,-7.0,0,arrival,5.3,-2.2,58,1025.1,5.7,16.9,0.0,0.0,1,0,16,12,18,0.0
4,WN,BOS,BWI,1.0,0,arrival,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,0.0
4,WN,BOS,BWI,22.0,0,arrival,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,1.0
4,WN,BOS,BWI,13.0,0,arrival,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
4,WN,BOS,BWI,-3.0,0,arrival,1.3,-3.2,72,1023.5,1.7,3.6,0.0,0.0,16,0,5,12,18,0.0
4,WN,BOS,BWI,-8.0,0,arrival,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,BOS,BWI,55.0,0,arrival,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,1.0
4,WN,BOS,BWI,2.0,0,arrival,-0.3,-2.0,88,1025.4,7.1,9.4,0.0,0.0,0,0,13,12,18,0.0
4,WN,BUF,BWI,-18.0,0,arrival,1.3,-3.2,72,1023.5,1.7,3.6,0.0,0.0,16,0,5,12,18,0.0
4,WN,BUF,BWI,28.0,0,arrival,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,1.0
4,WN,BUF,BWI,-7.0,0,arrival,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,0.0
4,WN,BUF,BWI,-16.0,0,arrival,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,BUF,BWI,-14.0,0,arrival,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,ABQ,-20.0,0,departure,-0.3,-2.0,88,1025.4,7.1,9.4,0.0,0.0,0,0,13,12,18,0.0
4,WN,BWI,ALB,-9.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,ALB,9.0,0,departure,6.1,3.0,81,1019.3,9.0,20.5,0.0,0.0,100,3,22,12,18,0.0
4,WN,BWI,ALB,-9.0,0,departure,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,BWI,ALB,15.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,1.0
4,WN,BWI,ALB,25.0,0,departure,5.3,-2.2,58,1025.1,5.7,16.9,0.0,0.0,1,0,16,12,18,1.0
4,WN,BWI,ATL,8.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
4,WN,BWI,ATL,4.0,0,departure,5.3,-2.2,58,1025.1,5.7,16.9,0.0,0.0,1,0,16,12,18,0.0
4,WN,BWI,ATL,4.0,0,departure,-1.4,-3.0,88,1024.8,6.4,10.8,0.0,0.0,0,0,12,12,18,0.0
4,WN,BWI,ATL,5.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,0.0
4,WN,BWI,ATL,-7.0,0,departure,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,0.0
4,WN,BWI,AUS,-3.0,0,departure,9.3,3.6,68,1020.1,8.4,16.6,0.0,0.0,100,3,20,12,18,0.0
4,WN,BWI,AUS,11.0,0,departure,-0.3,-2.0,88,1025.4,7.1,9.4,0.0,0.0,0,0,13,12,18,0.0
4,WN,BWI,AUS,-6.0,0,departure,-0.2,-3.1,81,1024.2,6.3,10.4,0.0,0.0,70,2,9,12,18,0.0
4,WN,BWI,AUS,-10.0,0,departure,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,BWI,BDL,-13.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,BDL,-12.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,0.0
4,WN,BWI,BDL,0.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
4,WN,BWI,BDL,-9.0,0,departure,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,0.0
4,WN,BWI,BDL,27.0,0,departure,6.1,3.0,81,1019.3,9.0,20.5,0.0,0.0,100,3,22,12,18,1.0
4,WN,BWI,BHM,-17.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,BNA,,0,departure,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,
4,WN,BWI,BNA,10.0,0,departure,-0.2,-3.1,81,1024.2,6.3,10.4,0.0,0.0,70,2,9,12,18,0.0
4,WN,BWI,BNA,61.0,0,departure,9.3,3.6,68,1020.1,8.4,16.6,0.0,0.0,100,3,20,12,18,1.0
4,WN,BWI,BNA,-22.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
4,WN,BWI,BNA,-1.0,0,departure,-0.3,-2.0,88,1025.4,7.1,9.4,0.0,0.0,0,0,13,12,18,0.0
4,WN,BWI,BOS,11.0,0,departure,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,0.0
4,WN,BWI,BOS,5.0,0,departure,1.6,-1.6,79,1025.6,6.4,12.6,0.0,0.0,0,0,14,12,18,0.0
4,WN,BWI,BOS,4.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,BOS,-10.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,0.0
4,WN,BWI,BOS,72.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,1.0
4,WN,BWI,BOS,36.0,0,departure,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,1.0
4,WN,BWI,BOS,-13.0,0,departure,8.1,4.6,79,1019.7,11.0,20.5,0.0,0.0,100,3,21,12,18,0.0
4,WN,BWI,BUF,26.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,1.0
4,WN,BWI,BUF,7.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
4,WN,BWI,BUF,-19.0,0,departure,6.1,3.0,81,1019.3,9.0,20.5,0.0,0.0,100,3,22,12,18,0.0
4,WN,BWI,BUF,3.0,0,departure,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,0.0
4,WN,BWI,BUF,8.0,0,departure,9.1,0.9,56,1022.2,6.8,18.0,0.0,0.0,98,3,18,12,18,0.0
4,WN,BWI,CHS,2.0,0,departure,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
4,WN,BWI,CHS,-7.0,0,departure,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,0.0
4,WN,BWI,CHS,2.0,0,departure,-1.4,-3.0,88,1024.8,6.4,10.8,0.0,0.0,0,0,12,12,18,0.0
4,WN,BWI,CHS,,0,departure,9.3,3.6,68,1020.1,8.4,16.6,0.0,0.0,100,3,20,12,18,
4,WN,BWI,CLE,8.0,0,departure,6.1,3.0,81,1019.3,9.0,20.5,0.0,0.0,100,3,22,12,18,0.0
4,WN,BWI,CLE,11.0,0,departure,9.1,0.9,56,1022.2,6.8,18.0,0.0,0.0,98,3,18,12,18,0.0
4,WN,BWI,CLE,-13.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,CLT,54.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,1.0
4,WN,BWI,CLT,4.0,0,departure,5.3,-2.2,58,1025.1,5.7,16.9,0.0,0.0,1,0,16,12,18,0.0
4,WN,BWI,CLT,49.0,0,departure,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,1.0
4,WN,BWI,CMH,-17.0,0,departure,-0.6,-2.6,87,1024.5,6.4,11.2,0.0,0.0,71,2,11,12,18,0.0
4,WN,BWI,CMH,10.0,0,departure,6.1,3.0,81,1019.3,9.0,20.5,0.0,0.0,100,3,22,12,18,0.0
4,WN,BWI,CMH,-5.0,0,departure,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
4,WN,BWI,CVG,-14.0,0,departure,6.1,3.0,81,1019.3,9.0,20.5,0.0,0.0,100,3,22,12,18,0.0
4,WN,BWI,CVG,-8.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,DAL,-12.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
4,WN,BWI,DAL,49.0,0,departure,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,1.0
4,WN,BWI,DAL,19.0,0,departure,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,1.0
4,WN,BWI,DAL,-9.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,0.0
4,WN,BWI,DAL,-7.0,0,departure,-1.4,-3.0,88,1024.8,6.4,10.8,0.0,0.0,0,0,12,12,18,0.0
4,WN,BWI,DAL,-12.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,DEN,17.0,0,departure,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,1.0
4,WN,BWI,DEN,-3.0,0,departure,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,BWI,DEN,-13.0,0,departure,-1.4,-3.0,88,1024.8,6.4,10.8,0.0,0.0,0,0,12,12,18,0.0
4,WN,BWI,DEN,11.0,0,departure,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
4,WN,BWI,DEN,5.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
4,WN,BWI,DTW,-6.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,WN,BWI,DTW,36.0,0,departure,6.1,3.0,81,1019.3,9.0,20.5,0.0,0.0,100,3,22,12,18,1.0
4,WN,BWI,FLL,11.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,0.0
4,WN,BWI,FLL,52.0,0,departure,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,1.0
4,WN,BWI,FLL,7.0,0,departure,-0.2,-3.1,81,1024.2,6.3,10.4,0.0,0.0,70,2,9,12,18,0.0
4,WN,BWI,FLL,6.0,0,departure,1.6,-1.6,79,1025.6,6.4,12.6,0.0,0.0,0,0,14,12,18,0.0
4,WN,BWI,FLL,37.0,0,departure,5.3,-2.2,58,1025.1,5.7,16.9,0.0,0.0,1,0,16,12,18,1.0
4,WN,BWI,FLL,4.0,0,departure,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
4,WN,BWI,GRR,-10.0,0,departure,-0.6,-2.6,87,1024.5,6.4,11.2,0.0,0.0,71,2,11,12,18,0.0
4,WN,BWI,GSP,21.0,0,departure,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,1.0
4,WN,BWI,GSP,9.0,0,departure,9.3,3.6,68,1020.1,8.4,16.6,0.0,0.0,100,3,20,12,18,0.0
4,WN,BWI,HOU,1.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
4,WN,BWI,HOU,3.0,0,departure,-0.2,-3.1,81,1024.2,6.3,10.4,0.0,0.0,70,2,9,12,18,0.0
4,WN,BWI,HOU,0.0,0,departure,9.3,3.6,68,1020.1,8.4,16.6,0.0,0.0,100,3,20,12,18,0.0
4,WN,BWI,HOU,-5.0,0,departure,-1.4,-3.0,88,1024.8,6.4,10.8,0.0,0.0,0,0,12,12,18,0.0
4,WN,BWI,HOU,4.0,0,departure,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
