departure_day_of_week,scheduled_departure_utc,carrier,flight_number,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,scheduled_arrival_utc,observed_at_utc,event_time_utc,flight_id,callsign,latitude,longitude,altitude_ft,ground_speed_kts,heading_deg,on_ground,raw_payload,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_visibility_km,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code
1,2025-12-22 10:00:00+00:00,WN,4698,BWI,COS,-4.0,0.0,2025-12-22T22:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:00:00Z,WN4698_2025-12-22T10:00:00Z,WN4698,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
1,2025-12-22 22:40:00+00:00,WN,1151,BWI,CVG,6.0,0.0,2025-12-22T23:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T22:40:00Z,WN1151_2025-12-22T22:40:00Z,WN1151,,,,,,,,departure,0.6,-4.2,70,1033.0,6.2,10.8,,0.0,0.0,76,2
1,2025-12-22 10:45:00+00:00,WN,1561,BWI,CVG,46.0,0.0,2025-12-22T23:10:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:45:00Z,WN1561_2025-12-22T10:45:00Z,WN1561,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
1,2025-12-22 06:15:00+00:00,WN,1657,BWI,DAL,-9.0,0.0,2025-12-22T15:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T06:15:00Z,WN1657_2025-12-22T06:15:00Z,WN1657,,,,,,,,departure,-1.8,-7.9,63,1032.7,6.5,18.0,,0.0,0.0,0,0
1,2025-12-22 08:25:00+00:00,WN,1658,BWI,DAL,-2.0,0.0,2025-12-22T19:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:25:00Z,WN1658_2025-12-22T08:25:00Z,WN1658,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 16:15:00+00:00,WN,1659,BWI,DAL,-4.0,0.0,2025-12-23T10:55:00Z,2026-04-22T02:05:55+00:00,2025-12-22T16:15:00Z,WN1659_2025-12-22T16:15:00Z,WN1659,,,,,,,,departure,2.7,-11.3,35,1036.7,4.7,16.2,,0.0,0.0,7,0
1,2025-12-22 19:30:00+00:00,WN,1660,BWI,DAL,-20.0,0.0,2025-12-23T17:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T19:30:00Z,WN1660_2025-12-22T19:30:00Z,WN1660,,,,,,,,departure,5.9,-7.1,39,1033.2,3.1,10.4,,0.0,0.0,100,3
1,2025-12-22 21:00:00+00:00,WN,1661,BWI,DAL,-18.0,0.0,2025-12-23T20:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T21:00:00Z,WN1661_2025-12-22T21:00:00Z,WN1661,,,,,,,,departure,3.2,-3.8,60,1033.2,5.7,11.5,,0.0,0.0,30,1
1,2025-12-22 12:45:00+00:00,WN,4659,BWI,DAL,-25.0,0.0,2025-12-23T03:55:00Z,2026-04-22T02:05:55+00:00,2025-12-22T12:45:00Z,WN4659_2025-12-22T12:45:00Z,WN4659,,,,,,,,departure,-3.7,-8.6,69,1035.2,3.7,7.9,,0.0,0.0,0,0
1,2025-12-22 17:50:00+00:00,WN,4801,BWI,DAL,-8.0,0.0,2025-12-23T14:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T17:50:00Z,WN4801_2025-12-22T17:50:00Z,WN4801,,,,,,,,departure,4.2,-11.7,31,1035.1,3.4,16.2,,0.0,0.0,13,0
1,2025-12-22 08:15:00+00:00,WN,1645,BWI,DEN,5.0,0.0,2025-12-22T18:35:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:15:00Z,WN1645_2025-12-22T08:15:00Z,WN1645,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 06:45:00+00:00,WN,1662,BWI,DEN,22.0,0.0,2025-12-22T15:35:00Z,2026-04-22T02:05:55+00:00,2025-12-22T06:45:00Z,WN1662_2025-12-22T06:45:00Z,WN1662,,,,,,,,departure,-1.8,-7.9,63,1032.7,6.5,18.0,,0.0,0.0,0,0
1,2025-12-22 15:10:00+00:00,WN,1666,BWI,DEN,6.0,0.0,2025-12-23T08:25:00Z,2026-04-22T02:05:55+00:00,2025-12-22T15:10:00Z,WN1666_2025-12-22T15:10:00Z,WN1666,,,,,,,,departure,0.8,-10.4,43,1036.5,2.6,11.9,,0.0,0.0,1,0
1,2025-12-22 18:15:00+00:00,WN,2461,BWI,DEN,212.0,0.0,2025-12-23T14:35:00Z,2026-04-22T02:05:55+00:00,2025-12-22T18:15:00Z,WN2461_2025-12-22T18:15:00Z,WN2461,,,,,,,,departure,5.4,-9.1,34,1033.9,1.0,14.0,,0.0,0.0,60,2
1,2025-12-22 12:15:00+00:00,WN,2797,BWI,DEN,4.0,0.0,2025-12-23T02:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T12:15:00Z,WN2797_2025-12-22T12:15:00Z,WN2797,,,,,,,,departure,-3.7,-8.6,69,1035.2,3.7,7.9,,0.0,0.0,0,0
1,2025-12-22 21:40:00+00:00,WN,4217,BWI,DEN,9.0,0.0,2025-12-23T21:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T21:40:00Z,WN4217_2025-12-22T21:40:00Z,WN4217,,,,,,,,departure,3.2,-3.8,60,1033.2,5.7,11.5,,0.0,0.0,30,1
1,2025-12-22 22:45:00+00:00,WN,489,BWI,DTW,15.0,0.0,2025-12-22T23:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T22:45:00Z,WN489_2025-12-22T22:45:00Z,WN489,,,,,,,,departure,0.6,-4.2,70,1033.0,6.2,10.8,,0.0,0.0,76,2
1,2025-12-22 10:35:00+00:00,WN,1668,BWI,DTW,1.0,0.0,2025-12-22T22:45:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:35:00Z,WN1668_2025-12-22T10:35:00Z,WN1668,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
1,2025-12-22 20:15:00+00:00,WN,103,BWI,FLL,73.0,0.0,2025-12-23T19:10:00Z,2026-04-22T02:05:55+00:00,2025-12-22T20:15:00Z,WN103_2025-12-22T20:15:00Z,WN103,,,,,,,,departure,5.3,-5.6,45,1033.0,4.7,11.2,,0.0,0.0,98,3
1,2025-12-22 08:20:00+00:00,WN,693,BWI,FLL,7.0,0.0,2025-12-22T19:25:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:20:00Z,WN693_2025-12-22T08:20:00Z,WN693,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 10:10:00+00:00,WN,1093,BWI,FLL,-17.0,0.0,2025-12-22T23:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:10:00Z,WN1093_2025-12-22T10:10:00Z,WN1093,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
1,2025-12-22 17:40:00+00:00,WN,1673,BWI,FLL,84.0,0.0,2025-12-23T14:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T17:40:00Z,WN1673_2025-12-22T17:40:00Z,WN1673,,,,,,,,departure,4.2,-11.7,31,1035.1,3.4,16.2,,0.0,0.0,13,0
1,2025-12-22 21:15:00+00:00,WN,1679,BWI,FLL,-3.0,0.0,2025-12-23T21:10:00Z,2026-04-22T02:05:55+00:00,2025-12-22T21:15:00Z,WN1679_2025-12-22T21:15:00Z,WN1679,,,,,,,,departure,3.2,-3.8,60,1033.2,5.7,11.5,,0.0,0.0,30,1
1,2025-12-22 13:55:00+00:00,WN,2211,BWI,FLL,-9.0,0.0,2025-12-23T06:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T13:55:00Z,WN2211_2025-12-22T13:55:00Z,WN2211,,,,,,,,departure,-3.5,-9.0,66,1035.8,4.0,6.8,,0.0,0.0,2,0
1,2025-12-22 06:10:00+00:00,WN,2536,BWI,FLL,12.0,0.0,2025-12-22T15:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T06:10:00Z,WN2536_2025-12-22T06:10:00Z,WN2536,,,,,,,,departure,-1.8,-7.9,63,1032.7,6.5,18.0,,0.0,0.0,0,0
1,2025-12-22 07:10:00+00:00,WN,4798,BWI,FLL,-6.0,0.0,2025-12-22T16:55:00Z,2026-04-22T02:05:55+00:00,2025-12-22T07:10:00Z,WN4798_2025-12-22T07:10:00Z,WN4798,,,,,,,,departure,-2.1,-7.8,65,1033.5,5.9,12.2,,0.0,0.0,0,0
1,2025-12-22 12:10:00+00:00,WN,4408,BWI,GRR,9.0,0.0,2025-12-23T02:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T12:10:00Z,WN4408_2025-12-22T12:10:00Z,WN4408,,,,,,,,departure,-3.7,-8.6,69,1035.2,3.7,7.9,,0.0,0.0,0,0
1,2025-12-22 20:20:00+00:00,WN,867,BWI,GSP,-11.0,0.0,2025-12-23T18:15:00Z,2026-04-22T02:05:55+00:00,2025-12-22T20:20:00Z,WN867_2025-12-22T20:20:00Z,WN867,,,,,,,,departure,5.3,-5.6,45,1033.0,4.7,11.2,,0.0,0.0,98,3
1,2025-12-22 08:25:00+00:00,WN,1153,BWI,GSP,-14.0,0.0,2025-12-22T18:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:25:00Z,WN1153_2025-12-22T08:25:00Z,WN1153,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 21:45:00+00:00,WN,1571,BWI,HOU,5.0,0.0,2025-12-22T22:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T21:45:00Z,WN1571_2025-12-22T21:45:00Z,WN1571,,,,,,,,departure,3.2,-3.8,60,1033.2,5.7,11.5,,0.0,0.0,30,1
1,2025-12-22 14:40:00+00:00,WN,1683,BWI,HOU,-4.0,0.0,2025-12-23T07:55:00Z,2026-04-22T02:05:55+00:00,2025-12-22T14:40:00Z,WN1683_2025-12-22T14:40:00Z,WN1683,,,,,,,,departure,-1.5,-9.6,54,1036.2,3.4,10.8,,0.0,0.0,2,0
1,2025-12-22 08:55:00+00:00,WN,1684,BWI,HOU,-19.0,0.0,2025-12-22T20:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:55:00Z,WN1684_2025-12-22T08:55:00Z,WN1684,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 06:35:00+00:00,WN,4328,BWI,HOU,-20.0,0.0,2025-12-22T15:55:00Z,2026-04-22T02:05:55+00:00,2025-12-22T06:35:00Z,WN4328_2025-12-22T06:35:00Z,WN4328,,,,,,,,departure,-1.8,-7.9,63,1032.7,6.5,18.0,,0.0,0.0,0,0
1,2025-12-22 18:15:00+00:00,WN,4669,BWI,HOU,-25.0,0.0,2025-12-23T15:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T18:15:00Z,WN4669_2025-12-22T18:15:00Z,WN4669,,,,,,,,departure,5.4,-9.1,34,1033.9,1.0,14.0,,0.0,0.0,60,2
1,2025-12-22 08:15:00+00:00,WN,1109,BWI,IND,44.0,0.0,2025-12-22T18:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:15:00Z,WN1109_2025-12-22T08:15:00Z,WN1109,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 16:20:00+00:00,WN,3062,BWI,IND,-2.0,0.0,2025-12-23T10:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T16:20:00Z,WN3062_2025-12-22T16:20:00Z,WN3062,,,,,,,,departure,2.7,-11.3,35,1036.7,4.7,16.2,,0.0,0.0,7,0
1,2025-12-22 21:40:00+00:00,WN,4115,BWI,IND,1.0,0.0,2025-12-23T21:10:00Z,2026-04-22T02:05:55+00:00,2025-12-22T21:40:00Z,WN4115_2025-12-22T21:40:00Z,WN4115,,,,,,,,departure,3.2,-3.8,60,1033.2,5.7,11.5,,0.0,0.0,30,1
1,2025-12-22 22:45:00+00:00,WN,684,BWI,ISP,21.0,0.0,2025-12-23T22:40:00Z,2026-04-22T02:05:55+00:00,2025-12-22T22:45:00Z,WN684_2025-12-22T22:45:00Z,WN684,,,,,,,,departure,0.6,-4.2,70,1033.0,6.2,10.8,,0.0,0.0,76,2
1,2025-12-22 16:05:00+00:00,WN,2472,BWI,ISP,4.0,0.0,2025-12-23T09:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T16:05:00Z,WN2472_2025-12-22T16:05:00Z,WN2472,,,,,,,,departure,2.7,-11.3,35,1036.7,4.7,16.2,,0.0,0.0,7,0
1,2025-12-22 10:45:00+00:00,WN,4407,BWI,ISP,2.0,0.0,2025-12-22T22:40:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:45:00Z,WN4407_2025-12-22T10:45:00Z,WN4407,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
1,2025-12-22 18:00:00+00:00,WN,1489,BWI,JAN,-1.0,0.0,2025-12-23T13:45:00Z,2026-04-22T02:05:55+00:00,2025-12-22T18:00:00Z,WN1489_2025-12-22T18:00:00Z,WN1489,,,,,,,,departure,5.4,-9.1,34,1033.9,1.0,14.0,,0.0,0.0,60,2
1,2025-12-22 16:00:00+00:00,WN,643,BWI,JAX,13.0,0.0,2025-12-23T10:10:00Z,2026-04-22T02:05:55+00:00,2025-12-22T16:00:00Z,WN643_2025-12-22T16:00:00Z,WN643,,,,,,,,departure,2.7,-11.3,35,1036.7,4.7,16.2,,0.0,0.0,7,0
1,2025-12-22 20:15:00+00:00,WN,1274,BWI,JAX,-13.0,0.0,2025-12-23T18:35:00Z,2026-04-22T02:05:55+00:00,2025-12-22T20:15:00Z,WN1274_2025-12-22T20:15:00Z,WN1274,,,,,,,,departure,5.3,-5.6,45,1033.0,4.7,11.2,,0.0,0.0,98,3
1,2025-12-22 09:05:00+00:00,WN,1300,BWI,JAX,-6.0,0.0,2025-12-22T20:25:00Z,2026-04-22T02:05:55+00:00,2025-12-22T09:05:00Z,WN1300_2025-12-22T09:05:00Z,WN1300,,,,,,,,departure,-2.8,-7.4,70,1034.3,4.5,9.7,,0.0,0.0,0,0
1,2025-12-22 17:55:00+00:00,WN,1708,BWI,JAX,19.0,0.0,2025-12-23T13:55:00Z,2026-04-22T02:05:55+00:00,2025-12-22T17:55:00Z,WN1708_2025-12-22T17:55:00Z,WN1708,,,,,,,,departure,4.2,-11.7,31,1035.1,3.4,16.2,,0.0,0.0,13,0
1,2025-12-22 10:55:00+00:00,WN,2867,BWI,JAX,-16.0,0.0,2025-12-23T00:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:55:00Z,WN2867_2025-12-22T10:55:00Z,WN2867,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
1,2025-12-22 06:05:00+00:00,WN,667,BWI,LAS,6.0,0.0,2025-12-22T14:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T06:05:00Z,WN667_2025-12-22T06:05:00Z,WN667,,,,,,,,departure,-1.8,-7.9,63,1032.7,6.5,18.0,,0.0,0.0,0,0
1,2025-12-22 14:40:00+00:00,WN,1301,BWI,LAS,14.0,0.0,2025-12-23T07:40:00Z,2026-04-22T02:05:55+00:00,2025-12-22T14:40:00Z,WN1301_2025-12-22T14:40:00Z,WN1301,,,,,,,,departure,-1.5,-9.6,54,1036.2,3.4,10.8,,0.0,0.0,2,0
1,2025-12-22 22:10:00+00:00,WN,2330,BWI,LAS,31.0,0.0,2025-12-22T22:40:00Z,2026-04-22T02:05:55+00:00,2025-12-22T22:10:00Z,WN2330_2025-12-22T22:10:00Z,WN2330,,,,,,,,departure,0.6,-4.2,70,1033.0,6.2,10.8,,0.0,0.0,76,2
1,2025-12-22 10:00:00+00:00,WN,2774,BWI,LAS,-13.0,0.0,2025-12-22T22:25:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:00:00Z,WN2774_2025-12-22T10:00:00Z,WN2774,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
1,2025-12-22 19:35:00+00:00,WN,2990,BWI,LAS,-5.0,0.0,2025-12-23T17:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T19:35:00Z,WN2990_2025-12-22T19:35:00Z,WN2990,,,,,,,,departure,5.9,-7.1,39,1033.2,3.1,10.4,,0.0,0.0,100,3
1,2025-12-22 07:15:00+00:00,WN,120,BWI,LAX,,1.0,2025-12-22T17:25:00Z,2026-04-22T02:05:55+00:00,2025-12-22T07:15:00Z,WN120_2025-12-22T07:15:00Z,WN120,,,,,,,,departure,-2.1,-7.8,65,1033.5,5.9,12.2,,0.0,0.0,0,0
1,2025-12-22 20:15:00+00:00,WN,1194,BWI,LAX,12.0,0.0,2025-12-23T19:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T20:15:00Z,WN1194_2025-12-22T20:15:00Z,WN1194,,,,,,,,departure,5.3,-5.6,45,1033.0,4.7,11.2,,0.0,0.0,98,3
1,2025-12-22 14:30:00+00:00,WN,2656,BWI,LAX,0.0,0.0,2025-12-23T07:50:00Z,2026-04-22T02:05:55+00:00,2025-12-22T14:30:00Z,WN2656_2025-12-22T14:30:00Z,WN2656,,,,,,,,departure,-1.5,-9.6,54,1036.2,3.4,10.8,,0.0,0.0,2,0
1,2025-12-22 15:25:00+00:00,WN,4829,BWI,LGB,-13.0,0.0,2025-12-23T09:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T15:25:00Z,WN4829_2025-12-22T15:25:00Z,WN4829,,,,,,,,departure,0.8,-10.4,43,1036.5,2.6,11.9,,0.0,0.0,1,0
1,2025-12-22 14:15:00+00:00,WN,645,BWI,MCI,39.0,0.0,2025-12-23T06:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T14:15:00Z,WN645_2025-12-22T14:15:00Z,WN645,,,,,,,,departure,-1.5,-9.6,54,1036.2,3.4,10.8,,0.0,0.0,2,0
1,2025-12-22 21:00:00+00:00,WN,1732,BWI,MCI,1.0,0.0,2025-12-23T19:50:00Z,2026-04-22T02:05:55+00:00,2025-12-22T21:00:00Z,WN1732_2025-12-22T21:00:00Z,WN1732,,,,,,,,departure,3.2,-3.8,60,1033.2,5.7,11.5,,0.0,0.0,30,1
1,2025-12-22 08:25:00+00:00,WN,2468,BWI,MCI,27.0,0.0,2025-12-22T18:45:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:25:00Z,WN2468_2025-12-22T08:25:00Z,WN2468,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 09:45:00+00:00,WN,1473,BWI,MCO,21.0,0.0,2025-12-22T22:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T09:45:00Z,WN1473_2025-12-22T09:45:00Z,WN1473,,,,,,,,departure,-2.8,-7.4,70,1034.3,4.5,9.7,,0.0,0.0,0,0
1,2025-12-22 06:05:00+00:00,WN,1733,BWI,MCO,-7.0,0.0,2025-12-22T14:40:00Z,2026-04-22T02:05:55+00:00,2025-12-22T06:05:00Z,WN1733_2025-12-22T06:05:00Z,WN1733,,,,,,,,departure,-1.8,-7.9,63,1032.7,6.5,18.0,,0.0,0.0,0,0
1,2025-12-22 08:40:00+00:00,WN,1734,BWI,MCO,-9.0,0.0,2025-12-22T20:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:40:00Z,WN1734_2025-12-22T08:40:00Z,WN1734,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 11:55:00+00:00,WN,1740,BWI,MCO,17.0,0.0,2025-12-23T02:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T11:55:00Z,WN1740_2025-12-22T11:55:00Z,WN1740,,,,,,,,departure,-3.2,-7.7,71,1034.8,4.4,8.6,,0.0,0.0,2,0
1,2025-12-22 15:15:00+00:00,WN,1744,BWI,MCO,-1.0,0.0,2025-12-23T09:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T15:15:00Z,WN1744_2025-12-22T15:15:00Z,WN1744,,,,,,,,departure,0.8,-10.4,43,1036.5,2.6,11.9,,0.0,0.0,1,0
1,2025-12-22 20:20:00+00:00,WN,1813,BWI,MCO,9.0,0.0,2025-12-23T19:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T20:20:00Z,WN1813_2025-12-22T20:20:00Z,WN1813,,,,,,,,departure,5.3,-5.6,45,1033.0,4.7,11.2,,0.0,0.0,98,3
1,2025-12-22 12:45:00+00:00,WN,1970,BWI,MCO,-33.0,0.0,2025-12-23T04:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T12:45:00Z,WN1970_2025-12-22T12:45:00Z,WN1970,,,,,,,,departure,-3.7,-8.6,69,1035.2,3.7,7.9,,0.0,0.0,0,0
1,2025-12-22 17:30:00+00:00,WN,3071,BWI,MCO,-22.0,0.0,2025-12-23T13:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T17:30:00Z,WN3071_2025-12-22T17:30:00Z,WN3071,,,,,,,,departure,4.2,-11.7,31,1035.1,3.4,16.2,,0.0,0.0,13,0
1,2025-12-22 21:25:00+00:00,WN,4282,BWI,MCO,3.0,0.0,2025-12-23T21:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T21:25:00Z,WN4282_2025-12-22T21:25:00Z,WN4282,,,,,,,,departure,3.2,-3.8,60,1033.2,5.7,11.5,,0.0,0.0,30,1
1,2025-12-22 13:40:00+00:00,WN,4536,BWI,MCO,-26.0,0.0,2025-12-23T05:50:00Z,2026-04-22T02:05:55+00:00,2025-12-22T13:40:00Z,WN4536_2025-12-22T13:40:00Z,WN4536,,,,,,,,departure,-3.5,-9.0,66,1035.8,4.0,6.8,,0.0,0.0,2,0
1,2025-12-22 18:45:00+00:00,WN,4852,BWI,MCO,65.0,0.0,2025-12-23T16:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T18:45:00Z,WN4852_2025-12-22T18:45:00Z,WN4852,,,,,,,,departure,5.4,-9.1,34,1033.9,1.0,14.0,,0.0,0.0,60,2
1,2025-12-22 07:55:00+00:00,WN,1752,BWI,MDW,8.0,0.0,2025-12-22T16:55:00Z,2026-04-22T02:05:55+00:00,2025-12-22T07:55:00Z,WN1752_2025-12-22T07:55:00Z,WN1752,,,,,,,,departure,-2.1,-7.8,65,1033.5,5.9,12.2,,0.0,0.0,0,0
1,2025-12-22 09:15:00+00:00,WN,1753,BWI,MDW,31.0,0.0,2025-12-22T19:40:00Z,2026-04-22T02:05:55+00:00,2025-12-22T09:15:00Z,WN1753_2025-12-22T09:15:00Z,WN1753,,,,,,,,departure,-2.8,-7.4,70,1034.3,4.5,9.7,,0.0,0.0,0,0
1,2025-12-22 19:50:00+00:00,WN,1755,BWI,MDW,21.0,0.0,2025-12-23T16:45:00Z,2026-04-22T02:05:55+00:00,2025-12-22T19:50:00Z,WN1755_2025-12-22T19:50:00Z,WN1755,,,,,,,,departure,5.9,-7.1,39,1033.2,3.1,10.4,,0.0,0.0,100,3
1,2025-12-22 22:00:00+00:00,WN,3080,BWI,MDW,-7.0,0.0,2025-12-23T21:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T22:00:00Z,WN3080_2025-12-22T22:00:00Z,WN3080,,,,,,,,departure,0.6,-4.2,70,1033.0,6.2,10.8,,0.0,0.0,76,2
1,2025-12-22 14:35:00+00:00,WN,3207,BWI,MDW,8.0,0.0,2025-12-23T06:15:00Z,2026-04-22T02:05:55+00:00,2025-12-22T14:35:00Z,WN3207_2025-12-22T14:35:00Z,WN3207,,,,,,,,departure,-1.5,-9.6,54,1036.2,3.4,10.8,,0.0,0.0,2,0
1,2025-12-22 16:00:00+00:00,WN,4177,BWI,MEM,16.0,0.0,2025-12-23T09:30:00Z,2026-04-22T02:05:55+00:00,2025-12-22T16:00:00Z,WN4177_2025-12-22T16:00:00Z,WN4177,,,,,,,,departure,2.7,-11.3,35,1036.7,4.7,16.2,,0.0,0.0,7,0
1,2025-12-22 14:50:00+00:00,WN,179,BWI,MHT,45.0,0.0,2025-12-23T07:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T14:50:00Z,WN179_2025-12-22T14:50:00Z,WN179,,,,,,,,departure,-1.5,-9.6,54,1036.2,3.4,10.8,,0.0,0.0,2,0
1,2025-12-22 06:45:00+00:00,WN,1759,BWI,MHT,8.0,0.0,2025-12-22T15:00:00Z,2026-04-22T02:05:55+00:00,2025-12-22T06:45:00Z,WN1759_2025-12-22T06:45:00Z,WN1759,,,,,,,,departure,-1.8,-7.9,63,1032.7,6.5,18.0,,0.0,0.0,0,0
1,2025-12-22 10:45:00+00:00,WN,1760,BWI,MHT,-8.0,0.0,2025-12-22T22:55:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:45:00Z,WN1760_2025-12-22T10:45:00Z,WN1760,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
1,2025-12-22 19:50:00+00:00,WN,1766,BWI,MHT,9.0,0.0,2025-12-23T17:10:00Z,2026-04-22T02:05:55+00:00,2025-12-22T19:50:00Z,WN1766_2025-12-22T19:50:00Z,WN1766,,,,,,,,departure,5.9,-7.1,39,1033.2,3.1,10.4,,0.0,0.0,100,3
1,2025-12-22 22:55:00+00:00,WN,1767,BWI,MHT,22.0,0.0,2025-12-22T23:20:00Z,2026-04-22T02:05:55+00:00,2025-12-22T22:55:00Z,WN1767_2025-12-22T22:55:00Z,WN1767,,,,,,,,departure,0.6,-4.2,70,1033.0,6.2,10.8,,0.0,0.0,76,2
1,2025-12-22 20:15:00+00:00,WN,462,BWI,MIA,22.0,0.0,2025-12-23T19:10:00Z,2026-04-22T02:05:55+00:00,2025-12-22T20:15:00Z,WN462_2025-12-22T20:15:00Z,WN462,,,,,,,,departure,5.3,-5.6,45,1033.0,4.7,11.2,,0.0,0.0,98,3
1,2025-12-22 15:15:00+00:00,WN,899,BWI,MIA,-21.0,0.0,2025-12-23T09:15:00Z,2026-04-22T02:05:55+00:00,2025-12-22T15:15:00Z,WN899_2025-12-22T15:15:00Z,WN899,,,,,,,,departure,0.8,-10.4,43,1036.5,2.6,11.9,,0.0,0.0,1,0
1,2025-12-22 08:10:00+00:00,WN,1770,BWI,MIA,-26.0,0.0,2025-12-22T19:05:00Z,2026-04-22T02:05:55+00:00,2025-12-22T08:10:00Z,WN1770_2025-12-22T08:10:00Z,WN1770,,,,,,,,departure,-2.4,-7.6,67,1034.1,5.4,11.2,,0.0,0.0,0,0
1,2025-12-22 06:15:00+00:00,WN,4120,BWI,MIA,1.0,0.0,2025-12-22T15:15:00Z,2026-04-22T02:05:55+00:00,2025-12-22T06:15:00Z,WN4120_2025-12-22T06:15:00Z,WN4120,,,,,,,,departure,-1.8,-7.9,63,1032.7,6.5,18.0,,0.0,0.0,0,0
1,2025-12-22 09:20:00+00:00,WN,313,BWI,MKE,11.0,0.0,2025-12-22T19:45:00Z,2026-04-22T02:05:55+00:00,2025-12-22T09:20:00Z,WN313_2025-12-22T09:20:00Z,WN313,,,,,,,,departure,-2.8,-7.4,70,1034.3,4.5,9.7,,0.0,0.0,0,0
